request_id,student_id,week,policy_used,category,autonomy_score,model,status
61bf655e056b435ca42733ce12e6432c,student_003,6,RELIABILITY_BIASED,full_delegation,0,gpt-5.5,annotated
e7b11de1be0146e6aef07073dafdf981,student_003,6,RELIABILITY_BIASED,full_delegation,0,gpt-5.5,annotated
49dabbb42ed940efbb52d04fe8433f49,student_003,6,RELIABILITY_BIASED,not_a_prompt,0,gpt-5.5,annotated
949dbdb2fb264cedb688ff469007ac1e,student_003,6,RELIABILITY_BIASED,not_a_prompt,0,gpt-5.5,annotated
5f50203d7dd64436aa6f964a2a88cd53,student_003,6,RELIABILITY_BIASED,not_a_prompt,0,gpt-5.5,annotated
305a0774c2d747eaa4048bca6d0ec9bb,student_003,6,RELIABILITY_BIASED,not_a_prompt,0,gpt-5.5,annotated
7dc1758cee8e4fa791abd851758735ca,student_003,6,RELIABILITY_BIASED,not_a_prompt,0,gpt-5.5,annotated
c76c6881944b4b7890d78dd4ee527c9f,student_003,6,RELIABILITY_BIASED,not_a_prompt,0,gpt-5.5,annotated
a94cd46813764dd981425beda54235d4,student_002,4,RELIABILITY_BIASED,partial_delegation,1,gpt-5.5,annotated
a757c8feccd54581844c72b1184a8fdb,student_002,4,RELIABILITY_BIASED,guided_iteration,2,gpt-5.5,annotated
1281d98d4ad94d05a4bdd033054aacd0,student_002,4,RELIABILITY_BIASED,guided_iteration,2,gpt-5.5,annotated
ee17e89a24fc4f898bb62b97bf1d0b09,student_002,4,RELIABILITY_BIASED,question_asking,3,gpt-5.5,annotated
a79b000d40ba40eea9489178932eb478,student_002,4,RELIABILITY_BIASED,question_asking,3,gpt-5.5,annotated
d727ec23e01a4eac9a05c19cf026b409,student_002,4,RELIABILITY_BIASED,question_asking,3,gpt-5.5,annotated
9ee81c33f4f048e6b9ab2d1c610ac82f,student_002,4,RELIABILITY_BIASED,partial_delegation,1,gpt-5.5,annotated
e0227f1c90c64411bacc4a2ac73ad663,student_002,4,RELIABILITY_BIASED,partial_delegation,1,gpt-5.5,annotated
fa2ec8b22f834471a3133db5ff918cd8,student_002,4,RELIABILITY_BIASED,partial_delegation,1,gpt-5.5,annotated
e4a0684fd1a24c248917cb66b335a5b3,student_002,4,RELIABILITY_BIASED,question_asking,3,gpt-5.5,annotated
57adea2fc8d34e7d9addded63e2dce48,student_002,4,RELIABILITY_BIASED,not_a_prompt,0,gpt-5.5,annotated
cfdf2f8d19b1499083c56835e3a3c8d1,student_002,4,RELIABILITY_BIASED,partial_delegation,1,gpt-5.5,annotated
e6e97ed36e0442f29423493aa194e2cc,student_002,4,RELIABILITY_BIASED,partial_delegation,1,gpt-5.5,annotated
68d1fef40d6c4842b30dad1724f7d03b,student_003,6,RELIABILITY_BIASED,not_a_prompt,0,gpt-5.5,annotated
052e7a70a9f543879c82ef14cc607ecb,student_003,6,RELIABILITY_BIASED,question_asking,3,gpt-5.5,annotated
74dcb33d334d4908ac55918764b18b7d,student_003,6,RELIABILITY_BIASED,full_delegation,0,gpt-5.5,annotated
c5067a04dfb04b42b52906db4ea80599,student_002,4,RELIABILITY_BIASED,not_a_prompt,0,gpt-5.5,annotated
b90cef7655984334b3ab9892c506a956,student_002,4,RELIABILITY_BIASED,verification_other,3,gpt-5.5,annotated
f66bbfde8728495fa0c95b5a2cd61844,student_002,4,RELIABILITY_BIASED,guided_iteration,2,gpt-5.5,annotated
dba4b70b792e498d873afe155a026dce,student_002,4,RELIABILITY_BIASED,question_asking,3,gpt-5.5,annotated
196ba548d6364fb5b43aaf021dca37b9,student_002,4,RELIABILITY_BIASED,partial_delegation,1,gpt-5.5,annotated
7dd847b2256e409cbd08e435a0c50e0e,student_002,4,RELIABILITY_BIASED,partial_delegation,1,gpt-5.5,annotated
25212652fe4e46a199ecbe04f9e2d68b,student_002,4,RELIABILITY_BIASED,partial_delegation,1,gpt-5.5,annotated
d853589886af45dba80a83b372c24d8e,student_002,4,RELIABILITY_BIASED,partial_delegation,1,gpt-5.5,annotated
86ab592c054343fc93a17c7e39321f03,student_003,6,RELIABILITY_BIASED,not_a_prompt,0,gpt-5.5,annotated
d4ceec68f2e240b98f8c5b1edad2b299,student_003,6,RELIABILITY_BIASED,not_a_prompt,0,gpt-5.5,annotated
06c9ed2a444e486689eff8fede8fe363,student_003,6,RELIABILITY_BIASED,question_asking,3,gpt-5.5,annotated
85e0ebbe36864d81bf118c5384887c66,student_003,6,RELIABILITY_BIASED,question_asking,3,gpt-5.5,annotated
b586f6bf93cc49ffb0069dd9a905c089,student_003,6,RELIABILITY_BIASED,question_asking,3,gpt-5.5,annotated
89555c3e2566467182b3d76ffe7f53e1,student_003,6,RELIABILITY_BIASED,partial_delegation,1,gpt-5.5,annotated
4aa63150f2264dc4b7b05008026a4e58,student_003,6,RELIABILITY_BIASED,partial_delegation,1,gpt-5.5,annotated
6454ab575e4640c69de43956028068e2,student_003,6,RELIABILITY_BIASED,question_asking,3,gpt-5.5,annotated
49c03c59c43c4b589b458aa31757a36e,student_003,6,RELIABILITY_BIASED,not_a_prompt,0,gpt-5.5,annotated
af2d07b87872440b86975714884b7423,student_003,6,RELIABILITY_BIASED,not_a_prompt,0,gpt-5.5,annotated
fadb964c8f574b4cbcfe66428ff1e8da,student_003,6,RELIABILITY_BIASED,not_a_prompt,0,gpt-5.5,annotated
596e08067cb14daf83ec6b057103f98d,student_003,6,RELIABILITY_BIASED,partial_delegation,1,gpt-5.5,annotated
31b6b6d04c1648d89f5e82740f05f670,student_003,6,RELIABILITY_BIASED,partial_delegation,1,gpt-5.5,annotated
51e3ba92386442b898f2e1da34b2df43,student_003,6,RELIABILITY_BIASED,not_a_prompt,0,gpt-5.5,annotated
75d3e9bcb87f4b10b828921dcb348971,student_003,6,RELIABILITY_BIASED,not_a_prompt,0,gpt-5.5,annotated
c7948fde9ba1421c891b6018fee6b7b3,student_003,6,RELIABILITY_BIASED,question_asking,3,gpt-5.5,annotated
f8f5843108e644c890cd8ba318840e47,student_003,6,RELIABILITY_BIASED,question_asking,3,gpt-5.5,annotated
3933f41cc43f4ff0b294b4e09593b0f3,student_003,6,RELIABILITY_BIASED,question_asking,3,gpt-5.5,annotated
